Concept ID,Concept Title,Primitive,Canonical Job,Domain,Customer,Confidence,Evidence,Value Pattern ID,Value Pattern,Pattern Mechanism,Opportunity Family ID,Opportunity Family,Family Rule Basis,Family Value Engine,Related Value Patterns,Review Flags
C-0682,Opportunity Exchange,Discover,Find opportunities,Public Sector,Public sector strategist,2,Pattern Evidence,VP-006,Opportunity Surface Expansion,"Creates upside by expanding the set of credible opportunities a team can see, compare, or pursue.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-006 Opportunity Surface Expansion -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Broad initial wedge; Why-now missing
C-0683,Evidence Economy,Predict,Predict outcomes,Physical Operations,Quality manager,2,Pattern Evidence,VP-008,Pre-Commitment Foresight,Creates value by reducing the cost of uncertainty before irreversible action is taken.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-008 Pre-Commitment Foresight -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Why-now missing
C-0684,Human Evolution Engine,Compound,Compound capability,Talent,Learning and development leader,2,Pattern Evidence,VP-007,Compounding Loops,Creates durable value through repeated-use reinforcement rather than one-time task completion.,OF-005,Capability Capital Platforms,Value Pattern VP-007 Compounding Loops -> Capability Capital Platforms,"Build durable leverage by ensuring each cycle leaves behind skills, assets, or operating capital that makes the next cycle stronger.","VP-007 Compounding Loops, VP-010 Assetization Engines",Low concept confidence; Why-now missing
C-0685,Company Genome,Compound,Compound gains,Operations,Operations executive,2,Pattern Evidence,VP-007,Compounding Loops,Creates durable value through repeated-use reinforcement rather than one-time task completion.,OF-005,Capability Capital Platforms,Value Pattern VP-007 Compounding Loops -> Capability Capital Platforms,"Build durable leverage by ensuring each cycle leaves behind skills, assets, or operating capital that makes the next cycle stronger.","VP-007 Compounding Loops, VP-010 Assetization Engines",Low concept confidence; Broad initial wedge; Why-now missing
C-0686,Discovery Venture Studio,Discover,Find opportunities,Physical Operations,Plant manager,2,Pattern Evidence,VP-006,Opportunity Surface Expansion,"Creates upside by expanding the set of credible opportunities a team can see, compare, or pursue.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-006 Opportunity Surface Expansion -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Why-now missing
C-0687,Personal Capital Engine,Compound,Compound gains,Public Sector,Public sector strategist,2,Pattern Evidence,VP-007,Compounding Loops,Creates durable value through repeated-use reinforcement rather than one-time task completion.,OF-005,Capability Capital Platforms,Value Pattern VP-007 Compounding Loops -> Capability Capital Platforms,"Build durable leverage by ensuring each cycle leaves behind skills, assets, or operating capital that makes the next cycle stronger.","VP-007 Compounding Loops, VP-010 Assetization Engines",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0688,Adaptive Civilization Layer,Adapt,Adapt continuously,Institutions,Individual professional,2,Pattern Evidence,VP-009,Adaptive Control,Preserves performance by continuously re-tuning decisions and structures instead of letting them drift out of date.,OF-003,Trust and Adaptive Governance,Value Pattern VP-009 Adaptive Control -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Low concept confidence; Why-now missing
C-0689,Trust OS,Verify,Verify quality,Operations,Operations executive,2,Pattern Evidence,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Low concept confidence; Broad initial wedge; Why-now missing
C-0690,Possibility Capital,Discover,Find opportunities,Public Sector,Public sector strategist,4,Secondary Research,VP-006,Opportunity Surface Expansion,"Creates upside by expanding the set of credible opportunities a team can see, compare, or pursue.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-006 Opportunity Surface Expansion -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Broad initial wedge; Why-now missing
C-0691,Global Opportunity Exchange,Discover,Find opportunities,Public Sector,Public sector strategist,2,Pattern Evidence,VP-006,Opportunity Surface Expansion,"Creates upside by expanding the set of credible opportunities a team can see, compare, or pursue.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-006 Opportunity Surface Expansion -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0692,Human Capability Standard,Optimize,Improve decisions,Operations,Operations executive,2,Pattern Evidence,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
C-0693,Reality Ledger,Verify,Verify quality,Healthcare,Care coordinator,2,Pattern Evidence,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Low concept confidence; Primitive ambiguity; Why-now missing
C-0694,Compound IP,Compound,Compound gains,Content & IP,Creator,2,Pattern Evidence,VP-007,Compounding Loops,Creates durable value through repeated-use reinforcement rather than one-time task completion.,OF-005,Capability Capital Platforms,Value Pattern VP-007 Compounding Loops -> Capability Capital Platforms,"Build durable leverage by ensuring each cycle leaves behind skills, assets, or operating capital that makes the next cycle stronger.","VP-007 Compounding Loops, VP-010 Assetization Engines",Low concept confidence; Primitive ambiguity; Why-now missing
C-0695,Collective Discovery Network,Discover,Find opportunities,Research,Research scientist,2,Pattern Evidence,VP-006,Opportunity Surface Expansion,"Creates upside by expanding the set of credible opportunities a team can see, compare, or pursue.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-006 Opportunity Surface Expansion -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Why-now missing
C-0696,Optionality Exchange,Match,Match resources,Operations,Operations executive,2,Intuition,VP-005,Matching Liquidity,"Creates value by lowering search friction and increasing utilization, fit, or fill-rate in a constrained network.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-005 Matching Liquidity -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0697,Civilization Dashboard,Optimize,Improve decisions,Institutions,Operations executive,2,Pattern Evidence,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
C-0698,Adaptive Institutions,Adapt,Adapt continuously,Institutions,Public sector strategist,2,Pattern Evidence,VP-009,Adaptive Control,Preserves performance by continuously re-tuning decisions and structures instead of letting them drift out of date.,OF-003,Trust and Adaptive Governance,Value Pattern VP-009 Adaptive Control -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Low concept confidence; Broad initial wedge; Why-now missing
C-0699,Leverage Index,Verify,Verify quality,Operations,Operations executive,2,Pattern Evidence,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Low concept confidence; Broad initial wedge; Why-now missing
