failure_code,failure_name,assignment_role,failure_score,workflow_name,workflow_family,canonical_operating_system,industry_name,industry_rank_2025_gross_output,dominant_root_cause,systems_of_record_categories,workflow_document
SF-04,Human Judgment Under Incomplete Information,Secondary,10.0,Shop Floor Execution and Quality Management,Production and Asset Operations,Product Manufacturing and Lifecycle Operations,"Motor vehicles, bodies and trailers, and parts",21,Legacy Architecture,ERP | PLM and Engineering Design | Manufacturing Execution System | Supply Chain Planning,knowledge/research/workflow-library/workflows/shop-floor-execution-and-quality-management.md
SF-03,Decision Context Escapes the Record,Secondary,8.0,Shop Floor Execution and Quality Management,Production and Asset Operations,Product Manufacturing and Lifecycle Operations,"Motor vehicles, bodies and trailers, and parts",21,Legacy Architecture,ERP | PLM and Engineering Design | Manufacturing Execution System | Supply Chain Planning,knowledge/research/workflow-library/workflows/shop-floor-execution-and-quality-management.md
SF-03,Decision Context Escapes the Record,Primary,8.0,Sponsorship and Donor Management,"Access, Intake, and Contracting","Venue, Hospitality, and Attendance Operations","Performing arts, spectator sports, museums, and related activities",41,Behavioral,Ticketing and Venue Management | CRM | Event and Donor Management,knowledge/research/workflow-library/workflows/sponsorship-and-donor-management.md
SF-04,Human Judgment Under Incomplete Information,Secondary,6.5,Sponsorship and Donor Management,"Access, Intake, and Contracting","Venue, Hospitality, and Attendance Operations","Performing arts, spectator sports, museums, and related activities",41,Behavioral,Ticketing and Venue Management | CRM | Event and Donor Management,knowledge/research/workflow-library/workflows/sponsorship-and-donor-management.md
SF-03,Decision Context Escapes the Record,Primary,7.0,Staffing and Capacity Planning,Workforce and Labor Operations,Professional Services and Matter Management,Computer systems design and related services,20,Behavioral,CRM | HCM / Workforce Management | Professional Services Automation | Service Management,knowledge/research/workflow-library/workflows/staffing-and-capacity-planning.md
SF-04,Human Judgment Under Incomplete Information,Secondary,7.0,Staffing and Capacity Planning,Workforce and Labor Operations,Professional Services and Matter Management,Computer systems design and related services,20,Behavioral,CRM | HCM / Workforce Management | Professional Services Automation | Service Management,knowledge/research/workflow-library/workflows/staffing-and-capacity-planning.md
SF-03,Decision Context Escapes the Record,Primary,7.0,Staffing and Capacity Planning,Workforce and Labor Operations,Professional Services and Matter Management,"Miscellaneous professional, scientific, and technical services",4,Behavioral,CRM | HCM / Workforce Management | Professional Services Automation | ERP,knowledge/research/workflow-library/workflows/staffing-and-capacity-planning.md
SF-04,Human Judgment Under Incomplete Information,Secondary,7.0,Staffing and Capacity Planning,Workforce and Labor Operations,Professional Services and Matter Management,"Miscellaneous professional, scientific, and technical services",4,Behavioral,CRM | HCM / Workforce Management | Professional Services Automation | ERP,knowledge/research/workflow-library/workflows/staffing-and-capacity-planning.md
SF-03,Decision Context Escapes the Record,Primary,7.0,Staffing and Task Management,Workforce and Labor Operations,Professional Services and Matter Management,Legal services,29,Behavioral,Document Management | Practice Management and Billing | CRM,knowledge/research/workflow-library/workflows/staffing-and-task-management.md
SF-04,Human Judgment Under Incomplete Information,Secondary,7.0,Staffing and Task Management,Workforce and Labor Operations,Professional Services and Matter Management,Legal services,29,Behavioral,Document Management | Practice Management and Billing | CRM,knowledge/research/workflow-library/workflows/staffing-and-task-management.md
SF-04,Human Judgment Under Incomplete Information,Primary,8.0,Store Labor Execution,Workforce and Labor Operations,Retail and Service Commerce,General merchandise stores,43,Behavioral,Commerce Platform | ERP | Order Management System | Warehouse Management System | Supply Chain Planning,knowledge/research/workflow-library/workflows/store-labor-execution.md
SF-01,Exception-Path Breakdown,Secondary,7.0,Store Labor Execution,Workforce and Labor Operations,Retail and Service Commerce,General merchandise stores,43,Behavioral,Commerce Platform | ERP | Order Management System | Warehouse Management System | Supply Chain Planning,knowledge/research/workflow-library/workflows/store-labor-execution.md
SF-03,Decision Context Escapes the Record,Secondary,7.0,Store Labor Execution,Workforce and Labor Operations,Retail and Service Commerce,General merchandise stores,43,Behavioral,Commerce Platform | ERP | Order Management System | Warehouse Management System | Supply Chain Planning,knowledge/research/workflow-library/workflows/store-labor-execution.md
SF-03,Decision Context Escapes the Record,Primary,16.0,Student Service and Retention Management,Customer and Experience Operations,Education Delivery and Administration,Educational services,30,Behavioral,Student Information System | Learning Management System | HCM / Workforce Management | ERP,knowledge/research/workflow-library/workflows/student-service-and-retention-management.md
SF-04,Human Judgment Under Incomplete Information,Secondary,12.5,Student Service and Retention Management,Customer and Experience Operations,Education Delivery and Administration,Educational services,30,Behavioral,Student Information System | Learning Management System | HCM / Workforce Management | ERP,knowledge/research/workflow-library/workflows/student-service-and-retention-management.md
SF-01,Exception-Path Breakdown,Primary,21.0,Subscription and License Management,Finance and Revenue Operations,"IP, Subscription, and Rights Management","Publishing industries, except internet (includes software)",22,Legacy Architecture,CRM | Billing and Subscription Management | ERP | Service Management,knowledge/research/workflow-library/workflows/subscription-and-license-management.md
SF-03,Decision Context Escapes the Record,Secondary,8.0,Subscription and License Management,Finance and Revenue Operations,"IP, Subscription, and Rights Management","Publishing industries, except internet (includes software)",22,Legacy Architecture,CRM | Billing and Subscription Management | ERP | Service Management,knowledge/research/workflow-library/workflows/subscription-and-license-management.md
SF-02,Cross-System Reconciliation,Secondary,6.0,Subscription and License Management,Finance and Revenue Operations,"IP, Subscription, and Rights Management","Publishing industries, except internet (includes software)",22,Legacy Architecture,CRM | Billing and Subscription Management | ERP | Service Management,knowledge/research/workflow-library/workflows/subscription-and-license-management.md
SF-08,Multi-Party Trust and Dependency Gaps,Primary,17.5,Supplier Coordination and Compliance,Sourcing and Supply,Product Manufacturing and Lifecycle Operations,Other transportation equipment,34,Legacy Architecture,ERP | PLM and Engineering Design | Project and Construction Management,knowledge/research/workflow-library/workflows/supplier-coordination-and-compliance.md
SF-03,Decision Context Escapes the Record,Secondary,13.0,Supplier Coordination and Compliance,Sourcing and Supply,Product Manufacturing and Lifecycle Operations,Other transportation equipment,34,Legacy Architecture,ERP | PLM and Engineering Design | Project and Construction Management,knowledge/research/workflow-library/workflows/supplier-coordination-and-compliance.md
SF-05,Handoff and Approval Latency,Secondary,6.0,Supplier Coordination and Compliance,Sourcing and Supply,Product Manufacturing and Lifecycle Operations,Other transportation equipment,34,Legacy Architecture,ERP | PLM and Engineering Design | Project and Construction Management,knowledge/research/workflow-library/workflows/supplier-coordination-and-compliance.md
SF-08,Multi-Party Trust and Dependency Gaps,Primary,17.5,Supplier Scheduling and Procurement,Sourcing and Supply,Product Manufacturing and Lifecycle Operations,"Electrical equipment, appliances, and components",50,Legacy Architecture,ERP | PLM and Engineering Design | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/supplier-scheduling-and-procurement.md
SF-03,Decision Context Escapes the Record,Secondary,13.0,Supplier Scheduling and Procurement,Sourcing and Supply,Product Manufacturing and Lifecycle Operations,"Electrical equipment, appliances, and components",50,Legacy Architecture,ERP | PLM and Engineering Design | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/supplier-scheduling-and-procurement.md
SF-05,Handoff and Approval Latency,Secondary,6.0,Supplier Scheduling and Procurement,Sourcing and Supply,Product Manufacturing and Lifecycle Operations,"Electrical equipment, appliances, and components",50,Legacy Architecture,ERP | PLM and Engineering Design | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/supplier-scheduling-and-procurement.md
SF-08,Multi-Party Trust and Dependency Gaps,Primary,17.5,Supplier Scheduling and Procurement,Sourcing and Supply,Product Manufacturing and Lifecycle Operations,Machinery,33,Legacy Architecture,ERP | PLM and Engineering Design | Manufacturing Execution System | Maintenance Management,knowledge/research/workflow-library/workflows/supplier-scheduling-and-procurement.md
